id,maker,model,mileage,manufacture_year,engine_displacement,engine_power,color_slug,transmission,door_count,seat_count,fuel_type,price_eur
3539276,skoda,rapid,8246.0,2016.0,1197.0,81.0,blue,man,5.0,5.0,gasoline,1295.34
3539278,renault,laguna,152030.0,2011.0,1461.0,81.0,white,man,5.0,5.0,diesel,1295.34
3539279,bmw,525xi,139280.0,2011.0,2993.0,190.0,black,auto,5.0,5.0,diesel,1295.34
3539281,skoda,fabia,20859.0,2016.0,1197.0,81.0,beige,man,5.0,5.0,gasoline,1295.34
3539282,skoda,rapid,98650.0,2013.0,1200.0,77.0,green,man,5.0,5.0,gasoline,1295.34
3539283,skoda,octavia,17012.0,2015.0,1598.0,66.0,red,man,5.0,5.0,diesel,1295.34
3539284,skoda,octavia,14021.0,2016.0,1395.0,81.0,white,man,5.0,5.0,cng,1295.34
3539285,skoda,fabia,11500.0,2016.0,1197.0,66.0,silver,man,5.0,5.0,gasoline,1295.34
3539286,audi,a4,188000.0,2006.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539288,skoda,rapid,19626.0,2016.0,1197.0,81.0,green,man,5.0,5.0,gasoline,1295.34
3539289,volkswagen,golf-plus,88125.0,2009.0,1595.0,75.0,black,man,5.0,5.0,gasoline,1295.34
3539291,skoda,octavia,15083.0,2016.0,1598.0,81.0,beige,man,5.0,5.0,diesel,1295.34
3539292,skoda,octavia,222000.0,1999.0,1896.0,66.0,red,man,5.0,5.0,diesel,1295.34
3539296,skoda,octavia,153195.0,2011.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539298,skoda,octavia,159354.0,2009.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539299,skoda,yeti,12250.0,2016.0,1395.0,92.0,white,man,5.0,5.0,gasoline,1295.34
3539300,renault,clio,68873.0,2006.0,1149.0,43.0,blue,man,5.0,5.0,gasoline,1295.34
3539301,volkswagen,golf,3000.0,2017.0,1395.0,92.0,white,man,5.0,5.0,gasoline,1295.34
3539302,volkswagen,golf,1000.0,2017.0,1968.0,135.0,black,auto,5.0,5.0,diesel,1295.34
3539303,skoda,fabia,152000.0,2012.0,1197.0,77.0,white,man,5.0,5.0,gasoline,1295.34
3539305,skoda,fabia,83325.0,2014.0,1197.0,63.0,white,man,5.0,5.0,gasoline,1295.34
3539306,peugeot,508,165000.0,2013.0,1997.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539309,skoda,fabia,283000.0,2003.0,1397.0,50.0,blue,man,5.0,5.0,gasoline,1295.34
3539310,skoda,octavia,187451.0,2008.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539311,chevrolet,matiz,100330.0,2005.0,796.0,38.0,silver,man,5.0,5.0,gasoline,1295.34
3539313,renault,megane,178326.0,2003.0,1598.0,83.0,red,man,5.0,5.0,gasoline,1295.34
3539317,mercedes-benz,c200-cdi,7.0,2016.0,2143.0,150.0,black,auto,5.0,5.0,diesel,1295.34
3539319,mercedes-benz,c200-cdi,7.0,2016.0,2143.0,125.0,white,auto,5.0,5.0,diesel,1295.34
3539320,mercedes-benz,c200-cdi,7.0,2017.0,2143.0,125.0,white,auto,3.0,4.0,diesel,1295.34
3539322,kia,sportage,13900.0,2016.0,1685.0,85.0,red,man,5.0,5.0,diesel,1295.34
3539323,kia,sportage,14000.0,2016.0,1685.0,85.0,green,man,5.0,5.0,diesel,1295.34
3539324,kia,sportage,14500.0,2016.0,1685.0,85.0,brown,man,5.0,5.0,diesel,1295.34
3539325,mercedes-benz,a140-cdi,7.0,2017.0,1461.0,80.0,black,auto,5.0,5.0,diesel,1295.34
3539328,mercedes-benz,v200-cdi,49000.0,2015.0,2143.0,140.0,blue,auto,5.0,7.0,diesel,1295.34
3539329,ford,galaxy,261000.0,2004.0,1896.0,85.0,silver,man,5.0,7.0,diesel,1295.34
3539330,ford,focus,111315.0,2009.0,1596.0,74.0,silver,man,5.0,5.0,gasoline,1295.34
3539331,hyundai,ix35,37305.0,2014.0,1591.0,99.0,white,man,5.0,5.0,gasoline,1295.34
3539332,hyundai,i40,38500.0,2014.0,1685.0,100.0,black,man,4.0,5.0,diesel,1295.34
3539333,toyota,yaris,64066.0,2010.0,1329.0,74.0,red,man,5.0,5.0,gasoline,1295.34
3539334,skoda,yeti,27760.0,2016.0,1968.0,81.0,white,man,5.0,5.0,diesel,1295.34
3539335,mercedes-benz,r320-cdi,176992.0,2007.0,3000.0,165.0,black,auto,5.0,6.0,diesel,1295.34
3539337,skoda,octavia,248273.0,2001.0,1896.0,66.0,blue,auto,5.0,5.0,diesel,1295.34
3539338,audi,a4,166000.0,2009.0,1996.0,105.0,black,man,5.0,5.0,diesel,1295.34
3539339,renault,megane,202056.0,2003.0,1461.0,60.0,blue,man,5.0,5.0,diesel,1295.34
3539340,renault,clio,37566.0,2013.0,1100.0,54.0,red,man,5.0,5.0,gasoline,1295.34
3539341,mercedes-benz,sl55-amg,63607.0,2004.0,1800.0,120.0,silver,man,2.0,2.0,gasoline,1295.34
3539342,peugeot,207,63643.0,2010.0,1360.0,54.0,white,man,5.0,5.0,gasoline,1295.34
3539343,mercedes-benz,gl320-cdi,7.0,2017.0,2987.0,190.0,black,auto,5.0,5.0,diesel,1295.34
3539344,mercedes-benz,gl320-cdi,7.0,2016.0,2987.0,190.0,white,auto,5.0,5.0,diesel,1295.34
3539347,audi,a3,279810.0,2001.0,1896.0,66.0,blue,man,5.0,5.0,diesel,1295.34
3539350,skoda,octavia,269000.0,2002.0,1896.0,81.0,silver,man,5.0,5.0,diesel,1295.34
3539352,skoda,octavia,70700.0,2011.0,1197.0,77.0,red,man,5.0,5.0,gasoline,1295.34
3539353,skoda,superb,121290.0,2012.0,1968.0,103.0,black,auto,5.0,5.0,diesel,1295.34
3539356,opel,zafira,194000.0,2003.0,2172.0,92.0,silver,man,5.0,7.0,diesel,1295.34
3539357,volkswagen,golf,24220.0,2016.0,1395.0,92.0,white,man,5.0,5.0,gasoline,1295.34
3539359,skoda,fabia,17031.0,2016.0,1197.0,66.0,blue,man,5.0,5.0,gasoline,1295.34
3539360,skoda,superb,28255.0,2016.0,1968.0,140.0,black,auto,5.0,5.0,diesel,1295.34
3539361,volkswagen,golf,14907.0,2016.0,1984.0,221.0,red,man,5.0,5.0,gasoline,1295.34
3539363,volkswagen,passat,134935.0,2012.0,1968.0,103.0,white,man,5.0,5.0,diesel,1295.34
3539365,volkswagen,golf,77100.0,2006.0,1390.0,59.0,blue,man,5.0,5.0,gasoline,1295.34
3539366,skoda,citigo,2969.0,2015.0,999.0,44.0,white,man,3.0,5.0,gasoline,1295.34
3539367,skoda,rapid,24486.0,2015.0,1197.0,66.0,silver,man,5.0,5.0,gasoline,1295.34
3539371,volkswagen,up,10000.0,2016.0,999.0,55.0,red,man,5.0,4.0,gasoline,1295.34
3539372,skoda,octavia,136970.0,2012.0,1968.0,103.0,white,man,5.0,5.0,diesel,1295.34
3539373,volkswagen,passat-cc,127173.0,2012.0,1968.0,103.0,blue,man,4.0,5.0,diesel,1295.34
3539376,skoda,octavia,184930.0,2004.0,1896.0,77.0,black,man,5.0,5.0,diesel,1295.34
3539377,mercedes-benz,e200-cdi,359829.0,2006.0,2987.0,140.0,silver,auto,5.0,5.0,diesel,1295.34
3539378,bmw,z4,49900.0,2010.0,2497.0,150.0,white,man,3.0,2.0,gasoline,1295.34
3539383,ford,mondeo,202063.0,2006.0,2198.0,114.0,red,man,5.0,5.0,diesel,1295.34
3539384,peugeot,5008,157406.0,2011.0,1997.0,120.0,black,auto,5.0,7.0,diesel,1295.34
3539386,volkswagen,passat,260950.0,2006.0,1968.0,103.0,black,man,4.0,5.0,diesel,1295.34
3539388,volkswagen,golf,92554.0,2012.0,1598.0,77.0,white,man,5.0,5.0,diesel,1295.34
3539389,volkswagen,touran,282034.0,2004.0,1896.0,77.0,black,auto,5.0,5.0,diesel,1295.34
3539390,skoda,fabia,194700.0,2011.0,1598.0,55.0,white,man,5.0,5.0,diesel,1295.34
3539392,skoda,roomster,199850.0,2010.0,1598.0,77.0,white,man,5.0,5.0,diesel,1295.34
3539393,peugeot,308,132363.0,2011.0,1560.0,68.0,beige,man,5.0,5.0,diesel,1295.34
3539394,audi,a4-allroad,176268.0,2013.0,1968.0,130.0,silver,man,5.0,5.0,diesel,1295.34
3539399,opel,astra,161588.0,2007.0,1598.0,77.0,black,man,3.0,5.0,gasoline,1295.34
3539400,skoda,octavia,155000.0,2013.0,1798.0,132.0,white,man,5.0,5.0,gasoline,1295.34
3539401,skoda,fabia,211743.0,2006.0,1896.0,74.0,white,man,5.0,5.0,diesel,1295.34
3539402,peugeot,expert-tepee,129000.0,2012.0,1997.0,120.0,silver,man,5.0,8.0,diesel,1295.34
3539403,skoda,octavia,149189.0,2005.0,1896.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539405,skoda,octavia,124567.0,1997.0,1598.0,55.0,red,man,5.0,5.0,gasoline,1295.34
3539406,mercedes-benz,c250,15000.0,2017.0,2143.0,150.0,blue,auto,5.0,5.0,diesel,1295.34
3539407,skoda,superb,228878.0,2004.0,2771.0,142.0,blue,man,5.0,5.0,gasoline,1295.34
3539408,toyota,avensis,157724.0,2013.0,1998.0,91.0,white,man,5.0,5.0,diesel,1295.34
3539409,volkswagen,touran,205082.0,2004.0,1896.0,74.0,silver,man,5.0,7.0,diesel,1295.34
3539410,skoda,fabia,173000.0,2008.0,1198.0,44.0,white,man,5.0,5.0,gasoline,1295.34
3539411,dacia,sandero,59668.0,2009.0,1390.0,55.0,brown,man,5.0,5.0,gasoline,1295.34
3539412,toyota,iq,135540.0,2009.0,998.0,50.0,white,man,3.0,4.0,gasoline,1295.34
3539413,citroen,c5,160038.0,2006.0,1997.0,100.0,brown,man,5.0,5.0,diesel,1295.34
3539414,skoda,octavia,140000.0,2013.0,1968.0,110.0,blue,man,5.0,5.0,diesel,1295.34
3539415,skoda,octavia,136389.0,2008.0,1968.0,103.0,white,man,5.0,5.0,diesel,1295.34
3539416,skoda,felicia,254887.0,1999.0,1250.0,50.0,red,man,5.0,5.0,gasoline,1295.34
3539417,opel,vivaro,154644.0,2005.0,1870.0,74.0,silver,man,4.0,9.0,diesel,1295.34
3539419,skoda,octavia,212777.0,2017.0,1896.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539421,volkswagen,passat,125900.0,2012.0,1968.0,103.0,silver,man,5.0,5.0,diesel,1295.34
3539422,peugeot,307,117329.0,2004.0,1997.0,100.0,black,man,2.0,4.0,gasoline,1295.34
3539423,bmw,x4,85000.0,2007.0,2979.0,225.0,silver,man,5.0,5.0,gasoline,1295.34
3539424,mercedes-benz,glk350-cdi,164000.0,2010.0,2189.0,120.0,black,auto,5.0,5.0,diesel,1295.34
3539425,renault,clio,102000.0,2007.0,1149.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3539428,skoda,octavia,127300.0,2013.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539429,fiat,brava,146000.0,2001.0,1910.0,74.0,green,man,5.0,5.0,diesel,1295.34
3539430,skoda,octavia,122800.0,2013.0,1598.0,77.0,blue,man,5.0,5.0,diesel,1295.34
3539431,opel,astra,8700.0,2016.0,1598.0,81.0,silver,man,5.0,5.0,diesel,1295.34
3539433,bmw,530d,42400.0,2016.0,2993.0,190.0,brown,auto,4.0,5.0,diesel,1295.34
3539434,skoda,octavia,236000.0,2010.0,1896.0,77.0,silver,man,5.0,5.0,diesel,1295.34
3539435,ford,ka,76000.0,2000.0,1299.0,44.0,red,man,3.0,5.0,gasoline,1295.34
3539436,volkswagen,transporter,9200.0,2016.0,1968.0,110.0,white,man,5.0,9.0,diesel,1295.34
3539437,audi,100,291500.0,1994.0,2598.0,110.0,black,man,5.0,5.0,gasoline,1295.34
3539438,mazda,cx-7,125000.0,2010.0,2184.0,127.0,black,man,5.0,5.0,diesel,1295.34
3539439,volkswagen,passat-cc,239100.0,2010.0,1968.0,125.0,black,auto,5.0,4.0,diesel,1295.34
3539440,skoda,superb,209000.0,2010.0,1390.0,92.0,white,man,5.0,5.0,gasoline,1295.34
3539441,peugeot,206,155534.0,2006.0,1360.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3539442,volkswagen,new-beetle,228000.0,2005.0,1390.0,55.0,yellow,man,3.0,4.0,gasoline,1295.34
3539443,citroen,c3,95000.0,2009.0,1560.0,66.0,green,man,5.0,5.0,diesel,1295.34
3539444,skoda,superb,113175.0,2011.0,1968.0,125.0,black,auto,5.0,5.0,diesel,1295.34
3539445,nissan,qashqai,124000.0,2008.0,1598.0,84.0,silver,man,5.0,5.0,gasoline,1295.34
3539449,mini,cooper,168671.0,2007.0,1598.0,85.0,black,man,3.0,4.0,lpg,1295.34
3539451,skoda,rapid,18409.0,2016.0,1200.0,66.0,blue,man,5.0,5.0,gasoline,1295.34
3539453,ford,fiesta,24249.0,2016.0,1200.0,60.0,white,man,5.0,5.0,gasoline,1295.34
3539454,citroen,c4,184000.0,2005.0,1587.0,80.0,black,man,3.0,5.0,gasoline,1295.34
3539455,mini,cooper,168671.0,2007.0,1598.0,85.0,black,man,3.0,4.0,gasoline,1295.34
3539456,ford,kuga,7463.0,2014.0,2000.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539458,fiat,ulysse,177903.0,2003.0,1997.0,80.0,blue,man,5.0,7.0,diesel,1295.34
3539462,bmw,x6,86672.0,2013.0,3000.0,180.0,silver,auto,5.0,5.0,diesel,1295.34
3539463,peugeot,2008,18.0,2017.0,1200.0,60.0,white,man,5.0,5.0,gasoline,1295.34
3539464,dacia,logan,15.0,2017.0,1000.0,54.0,white,man,5.0,5.0,gasoline,1295.34
3539466,volkswagen,scirocco,35274.0,2013.0,1400.0,90.0,blue,man,3.0,4.0,gasoline,1295.34
3539467,dacia,logan,6.0,2017.0,1000.0,54.0,white,man,5.0,5.0,gasoline,1295.34
3539469,renault,modus,47152.0,2008.0,1100.0,74.0,red,man,5.0,5.0,gasoline,1295.34
3539470,volkswagen,sharan,277000.0,2001.0,1896.0,85.0,blue,man,5.0,7.0,diesel,1295.34
3539471,skoda,fabia,61020.0,2009.0,1200.0,44.0,orange,man,5.0,5.0,gasoline,1295.34
3539472,peugeot,308,136732.0,2009.0,1600.0,88.0,red,auto,5.0,5.0,gasoline,1295.34
3539473,skoda,rapid,45840.0,2015.0,1400.0,66.0,white,man,5.0,5.0,diesel,1295.34
3539474,renault,clio,12012.0,2016.0,1200.0,54.0,white,man,5.0,5.0,gasoline,1295.34
3539475,skoda,rapid,18400.0,2016.0,1200.0,66.0,blue,man,5.0,5.0,gasoline,1295.34
3539476,skoda,octavia,30110.0,2016.0,1000.0,85.0,black,man,5.0,5.0,gasoline,1295.34
3539477,skoda,rapid,16260.0,2016.0,1200.0,66.0,black,man,5.0,5.0,gasoline,1295.34
3539478,skoda,rapid,26670.0,2016.0,1200.0,66.0,white,man,5.0,5.0,gasoline,1295.34
3539481,seat,ibiza,130390.0,2002.0,1200.0,47.0,green,man,5.0,5.0,gasoline,1295.34
3539482,peugeot,2008,9.0,2017.0,1200.0,60.0,white,man,5.0,5.0,gasoline,1295.34
3539485,volkswagen,passat,243409.0,2006.0,1900.0,77.0,brown,man,4.0,5.0,diesel,1295.34
3539486,skoda,yeti,26702.0,2016.0,2000.0,81.0,black,man,5.0,5.0,diesel,1295.34
3539487,kia,pride,112873.0,1996.0,1300.0,44.0,white,man,5.0,5.0,gasoline,1295.34
3539489,citroen,berlingo,126384.0,2009.0,1600.0,66.0,red,man,4.0,5.0,gasoline,1295.34
3539490,nissan,qashqai,64375.0,2014.0,1200.0,85.0,brown,man,5.0,5.0,gasoline,1295.34
3539493,volvo,s60,335000.0,2001.0,2319.0,184.0,black,man,4.0,5.0,gasoline,1295.34
3539496,volkswagen,passat,150000.0,2012.0,1598.0,77.0,black,man,5.0,5.0,diesel,1295.34
3539497,skoda,octavia,151716.0,1998.0,1598.0,74.0,green,man,5.0,5.0,gasoline,1295.34
3539498,volkswagen,passat,155000.0,2010.0,1968.0,103.0,black,auto,5.0,5.0,diesel,1295.34
3539499,skoda,octavia,225872.0,2008.0,1968.0,103.0,beige,auto,5.0,5.0,diesel,1295.34
3539500,bmw,330xd,179225.0,2004.0,2000.0,110.0,black,auto,5.0,5.0,diesel,1295.34
3539501,volkswagen,fox,198370.0,2006.0,1198.0,40.0,blue,man,3.0,4.0,gasoline,1295.34
3539503,peugeot,208,49000.0,2012.0,1397.0,70.0,white,man,5.0,5.0,gasoline,1295.34
3539504,skoda,octavia,99987.0,2009.0,1589.0,75.0,red,man,5.0,5.0,gasoline,1295.34
3539505,skoda,octavia,280000.0,2006.0,1968.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539506,peugeot,607,218000.0,2001.0,2946.0,152.0,brown,auto,4.0,5.0,gasoline,1295.34
3539507,skoda,fabia,126237.0,2012.0,1197.0,63.0,white,man,5.0,5.0,gasoline,1295.34
3539508,skoda,octavia,13039.0,2016.0,1197.0,81.0,blue,man,5.0,5.0,gasoline,1295.34
3539509,skoda,fabia,171000.0,2010.0,1422.0,51.0,white,man,5.0,5.0,diesel,1295.34
3539538,citroen,berlingo,181000.0,2000.0,1360.0,55.0,blue,man,4.0,5.0,gasoline,1295.34
3539539,volkswagen,golf,188064.0,2008.0,1896.0,77.0,black,man,5.0,5.0,diesel,1295.34
3539540,fiat,grande-punto,116100.0,2008.0,1368.0,57.0,black,man,5.0,5.0,gasoline,1295.34
3539542,skoda,octavia,246000.0,2008.0,1896.0,74.0,blue,man,5.0,4.0,diesel,1295.34
3539543,skoda,octavia,294000.0,2003.0,1896.0,81.0,silver,man,5.0,5.0,diesel,1295.34
3539544,skoda,octavia,163000.0,2006.0,1968.0,125.0,silver,man,5.0,5.0,diesel,1295.34
3539545,toyota,yaris,94000.0,2003.0,998.0,48.0,green,man,5.0,5.0,gasoline,1295.34
3539546,volkswagen,eos,217000.0,2008.0,1984.0,147.0,white,auto,3.0,5.0,gasoline,1295.34
3539548,hyundai,i30,141100.0,2014.0,1582.0,81.0,white,man,5.0,5.0,diesel,1295.34
3539549,nissan,x-trail,199498.0,2007.0,2184.0,100.0,silver,man,5.0,5.0,diesel,1295.34
3539550,bmw,x6,173294.0,2012.0,2993.0,180.0,blue,auto,5.0,5.0,diesel,1295.34
3539552,kia,picanto,175730.0,2004.0,999.0,45.0,blue,man,5.0,5.0,gasoline,1295.34
3539553,renault,scenic,144600.0,2001.0,1598.0,79.0,black,man,5.0,5.0,gasoline,1295.34
3539556,ford,focus,137403.0,2009.0,1596.0,74.0,black,man,5.0,5.0,gasoline,1295.34
3539559,chevrolet,aveo,77700.0,2008.0,1150.0,53.0,blue,man,4.0,5.0,gasoline,1295.34
3539560,bmw,525xi,253000.0,2008.0,2497.0,130.0,silver,auto,4.0,5.0,diesel,1295.34
3539561,peugeot,807,256000.0,2007.0,1997.0,88.0,green,man,5.0,5.0,diesel,1295.34
3539562,mercedes-benz,cla220-cdi,76281.0,2002.0,1998.0,95.0,silver,man,4.0,5.0,gasoline,1295.34
3539563,volkswagen,transporter,252000.0,2003.0,2461.0,96.0,yellow,man,4.0,9.0,diesel,1295.34
3539564,skoda,fabia,8000.0,2015.0,1197.0,66.0,blue,man,5.0,5.0,gasoline,1295.34
3539565,volkswagen,golf,151815.0,2000.0,1595.0,74.0,black,man,5.0,5.0,gasoline,1295.34
3539566,citroen,c4-picasso,89719.0,2011.0,1600.0,82.0,white,auto,5.0,5.0,diesel,1295.34
3539571,renault,kangoo,283325.0,2005.0,1149.0,55.0,silver,man,5.0,5.0,gasoline,1295.34
3539572,hyundai,ix35,65178.0,2012.0,1600.0,99.0,white,man,5.0,5.0,gasoline,1295.34
3539573,volkswagen,touareg,149252.0,2007.0,3000.0,165.0,red,auto,5.0,5.0,diesel,1295.34
3539575,ford,focus,220000.0,2000.0,1596.0,74.0,silver,man,5.0,5.0,gasoline,1295.34
3539576,hyundai,ix35,71826.0,2013.0,2000.0,135.0,white,man,5.0,5.0,diesel,1295.34
3539577,dacia,duster,6.0,2017.0,1600.0,84.0,white,man,5.0,5.0,gasoline,1295.34
3539578,ford,tourneo-connect,164000.0,2005.0,1753.0,66.0,silver,man,5.0,5.0,diesel,1295.34
3539580,skoda,octavia,158163.0,2001.0,1600.0,75.0,black,man,5.0,5.0,gasoline,1295.34
3539582,hyundai,santa-fe,118329.0,2007.0,2200.0,114.0,green,auto,5.0,5.0,diesel,1295.34
3539583,seat,ibiza,240293.0,2000.0,1896.0,50.0,red,man,3.0,5.0,diesel,1295.34
3539584,ford,focus,197418.0,2000.0,1800.0,66.0,blue,man,5.0,5.0,diesel,1295.34
3539585,ford,fusion,118800.0,2007.0,1388.0,59.0,blue,man,5.0,5.0,gasoline,1295.34
3539586,renault,megane,70654.0,2012.0,1598.0,74.0,beige,man,5.0,5.0,gasoline,1295.34
3539587,volkswagen,golf,193100.0,2001.0,1398.0,55.0,black,man,5.0,5.0,gasoline,1295.34
3539588,toyota,corolla,204000.0,2006.0,1995.0,85.0,black,man,5.0,5.0,diesel,1295.34
3539589,toyota,auris,119000.0,2008.0,1598.0,91.0,black,man,5.0,5.0,gasoline,1295.34
3539591,ford,fiesta,28180.0,2006.0,1299.0,51.0,silver,man,5.0,5.0,gasoline,1295.34
3539592,mercedes-benz,v200-cdi,68752.0,2014.0,2143.0,140.0,silver,auto,5.0,6.0,diesel,1295.34
3539593,skoda,octavia,153000.0,2009.0,1968.0,103.0,beige,man,5.0,5.0,diesel,1295.34
3539595,honda,jazz,149000.0,2009.0,1198.0,66.0,silver,man,5.0,5.0,gasoline,1295.34
3539596,suzuki,grand-vitara,197200.0,2001.0,1997.0,80.0,red,man,5.0,5.0,diesel,1295.34
3539599,volkswagen,golf,265000.0,2004.0,1896.0,77.0,black,man,5.0,5.0,diesel,1295.34
3539600,bmw,330xd,180781.0,2006.0,2497.0,160.0,blue,man,5.0,5.0,gasoline,1295.34
3539602,honda,civic,228345.0,2008.0,2204.0,103.0,black,man,5.0,5.0,diesel,1295.34
3539603,mazda,2,87900.0,2003.0,1999.0,104.0,green,man,5.0,5.0,gasoline,1295.34
3539604,volkswagen,polo,52000.0,1998.0,999.0,37.0,white,man,5.0,5.0,gasoline,1295.34
3539605,citroen,c5,194980.0,2004.0,2000.0,100.0,blue,man,5.0,5.0,diesel,1295.34
3539607,skoda,fabia,136200.0,2012.0,1197.0,63.0,red,man,5.0,5.0,gasoline,1295.34
3539608,skoda,felicia,88531.0,1999.0,1300.0,40.0,blue,man,5.0,5.0,gasoline,1295.34
3539609,ford,focus,45591.0,2012.0,1600.0,77.0,white,man,5.0,5.0,gasoline,1295.34
3539610,ford,puma,64955.0,1998.0,1400.0,66.0,blue,man,3.0,4.0,gasoline,1295.34
3539612,ford,mondeo,184254.0,2009.0,2200.0,129.0,white,man,5.0,5.0,diesel,1295.34
3539613,mercedes-benz,cl55-amg,112557.0,2008.0,5500.0,285.0,black,auto,3.0,4.0,gasoline,1295.34
3539614,skoda,fabia,90780.0,2009.0,1200.0,51.0,red,man,5.0,5.0,gasoline,1295.34
3539615,bmw,330xd,223389.0,2003.0,2000.0,110.0,blue,man,5.0,5.0,diesel,1295.34
3539616,skoda,fabia,220021.0,2007.0,1200.0,40.0,red,man,5.0,5.0,gasoline,1295.34
3539618,volkswagen,golf,202048.0,2007.0,1600.0,75.0,black,man,5.0,5.0,gasoline,1295.34
3539619,skoda,octavia,167810.0,2000.0,1600.0,74.0,green,man,5.0,5.0,gasoline,1295.34
3539620,toyota,yaris,54512.0,2006.0,1000.0,51.0,silver,man,3.0,5.0,gasoline,1295.34
3539622,audi,a3,99940.0,2001.0,1600.0,75.0,red,man,5.0,5.0,gasoline,1295.34
3539623,skoda,fabia,64088.0,2008.0,1200.0,51.0,red,man,5.0,5.0,gasoline,1295.34
3539624,skoda,octavia,195112.0,1997.0,1600.0,55.0,blue,man,5.0,5.0,gasoline,1295.34
3539625,peugeot,308,132107.0,2010.0,1600.0,88.0,silver,man,5.0,5.0,gasoline,1295.34
3539627,toyota,yaris,86703.0,2004.0,1000.0,48.0,blue,man,5.0,5.0,gasoline,1295.34
3539629,peugeot,308,107973.0,2008.0,1400.0,70.0,black,man,5.0,5.0,gasoline,1295.34
3539631,alfa-romeo,147,35030.0,2009.0,1600.0,77.0,black,man,5.0,5.0,gasoline,1295.34
3539632,hyundai,i30,46475.0,2011.0,1400.0,80.0,white,man,5.0,5.0,gasoline,1295.34
